fast_ema,slow_ema,net_profit,net_profit_pct,total_trades,win_rate,profit_factor,max_drawdown_pct,max_drawdown_dollars,sharpe_ratio,avg_holding_bars,min_holding_bars,max_holding_bars,winning_trades,losing_trades,gross_profit,gross_loss,max_drawdown_duration_bars
6,26,522.01,5.22,43,34.88,1.18,9.07,929.49,-0.19,23.7,1,93,15,28,3382.04,2860.03,1169
7,24,403.61,4.04,44,31.82,1.14,10.32,1031.66,-0.4,23.1,1,93,14,30,3295.13,2891.52,1168
8,20,312.76,3.13,46,36.96,1.1,11.41,1140.66,-0.52,22.0,1,92,17,29,3404.11,3091.35,2058
5,30,296.84,2.97,47,31.91,1.1,10.21,1036.92,-0.57,21.6,1,94,15,32,3393.17,3096.33,1169
6,27,257.13,2.57,46,32.61,1.08,10.24,1023.68,-0.64,22.0,1,93,15,31,3339.15,3082.02,1168
8,21,211.15,2.11,46,36.96,1.07,12.93,1293.26,-0.7,22.2,1,93,17,29,3329.35,3118.2,2058
7,22,198.1,1.98,47,34.04,1.06,12.24,1224.04,-0.69,21.5,1,92,16,31,3392.46,3194.36,2058
6,34,177.59,1.78,37,29.73,1.07,12.09,1209.22,-0.97,27.4,1,95,11,26,2807.92,2630.33,1993
7,23,171.51,1.72,46,34.78,1.06,12.8,1279.93,-0.78,22.2,1,93,16,30,3220.86,3049.35,2058
6,33,133.08,1.33,38,28.95,1.05,11.9,1190.26,-1.03,26.7,1,95,11,27,2851.26,2718.18,1993
6,28,56.35,0.56,43,27.91,1.02,12.73,1298.85,-1.04,23.7,1,93,12,31,3149.57,3093.23,1168
6,35,37.33,0.37,37,29.73,1.01,11.72,1172.24,-1.39,27.4,1,96,11,26,2628.38,2591.05,1993
8,23,37.37,0.37,42,26.19,1.01,11.19,1119.16,-1.08,24.2,1,93,11,31,3134.32,3096.95,1993
7,28,34.57,0.35,40,30.0,1.01,12.59,1282.54,-1.13,25.4,1,93,12,28,3039.74,3005.17,1168
7,27,23.14,0.23,41,29.27,1.01,12.35,1248.74,-1.13,24.8,1,93,12,29,3039.07,3015.93,1168
6,25,17.8,0.18,46,34.78,1.01,11.97,1197.47,-1.05,22.1,1,93,16,30,3239.54,3221.74,2058
7,25,13.3,0.13,44,25.0,1.0,11.69,1174.23,-1.1,23.1,1,93,11,33,3162.01,3148.71,1168
6,24,3.11,0.03,49,34.69,1.0,11.88,1187.91,-1.0,20.6,1,92,17,32,3334.09,3330.98,2058
7,26,2.31,0.02,41,29.27,1.0,12.11,1219.04,-1.17,24.8,1,93,12,29,3036.02,3033.71,1168
7,30,-0.84,-0.01,38,28.95,1.0,12.87,1287.39,-1.29,26.8,2,94,11,27,2830.49,2831.33,1993
7,31,-6.45,-0.06,39,25.64,1.0,12.92,1292.28,-1.29,26.0,1,94,10,29,2799.29,2805.74,1993
8,22,-16.46,-0.16,44,27.27,0.99,12.98,1298.06,-1.15,23.3,1,93,12,32,3119.98,3136.44,1993
5,31,-21.43,-0.21,46,30.43,0.99,13.61,1392.08,-1.15,22.2,1,94,14,32,3187.2,3208.63,1168
5,27,-51.06,-0.51,49,34.69,0.99,11.25,1126.29,-1.11,20.8,1,94,17,32,3433.07,3484.13,1233
6,29,-58.1,-0.58,43,27.91,0.98,13.23,1340.24,-1.25,23.7,1,93,12,31,3072.27,3130.38,1168
6,32,-140.1,-1.4,42,28.57,0.95,12.67,1266.81,-1.51,24.2,1,95,12,30,2836.4,2976.5,1993
10,23,-148.03,-1.48,36,25.0,0.95,14.03,1402.66,-1.57,28.3,3,91,9,27,2841.63,2989.66,1993
10,20,-149.37,-1.49,41,26.83,0.95,13.57,1356.77,-1.48,24.8,1,90,11,30,2999.83,3149.19,1993
9,20,-168.38,-1.68,44,29.55,0.95,15.14,1513.69,-1.44,23.3,1,90,13,31,3029.52,3197.9,2058
6,30,-173.2,-1.73,42,28.57,0.94,13.66,1380.09,-1.55,24.3,1,94,12,30,2931.52,3104.72,1168
11,23,-177.85,-1.78,35,25.71,0.94,14.42,1441.63,-1.63,29.1,1,91,9,26,2827.36,3005.21,1992
7,35,-179.17,-1.79,34,29.41,0.93,13.94,1394.16,-1.96,29.9,1,96,10,24,2454.84,2634.0,1992
6,31,-193.38,-1.93,42,28.57,0.94,13.71,1381.32,-1.6,24.4,1,95,12,30,2891.6,3084.97,1169
8,24,-195.58,-1.96,42,26.19,0.94,13.31,1331.4,-1.53,24.3,1,93,11,31,2963.94,3159.52,1993
8,27,-196.0,-1.96,38,26.32,0.94,14.57,1457.44,-1.56,26.8,1,94,10,28,2921.34,3117.33,1993
7,29,-201.96,-2.02,40,27.5,0.93,13.22,1321.6,-1.67,25.5,1,94,11,29,2785.69,2987.65,1993
5,29,-202.65,-2.03,50,30.0,0.94,12.33,1233.38,-1.37,20.4,1,94,15,35,3290.57,3493.23,2058
10,24,-202.6,-2.03,36,25.0,0.93,14.5,1450.28,-1.68,28.3,3,91,9,27,2816.55,3019.15,1992
9,21,-204.46,-2.04,44,25.0,0.94,13.26,1326.11,-1.56,23.2,1,90,11,33,2994.09,3198.55,1993
11,22,-214.22,-2.14,36,25.0,0.93,14.6,1460.42,-1.7,28.4,3,91,9,27,2820.52,3034.74,1992
8,34,-223.19,-2.23,33,24.24,0.92,14.05,1404.59,-2.06,30.8,1,95,8,25,2460.08,2683.27,1992
7,21,-230.09,-2.3,51,33.33,0.93,12.55,1255.43,-1.41,19.7,1,92,17,34,3191.74,3421.83,2058
