fast_ema,slow_ema,net_profit,net_profit_pct,total_trades,win_rate,profit_factor,max_drawdown_pct,max_drawdown_dollars,sharpe_ratio,avg_holding_bars,min_holding_bars,max_holding_bars,winning_trades,losing_trades,gross_profit,gross_loss,max_drawdown_duration_bars
11,28,809.28,8.09,33,30.3,1.07,30.5,4640.36,1.07,24.1,1,105,10,23,12732.64,11923.36,1134
14,23,762.09,7.62,33,27.27,1.06,32.92,5188.5,1.06,24.7,3,105,9,24,13311.32,12549.23,1135
14,20,698.65,6.99,36,30.56,1.06,34.16,5319.61,0.96,22.4,1,55,11,25,12783.96,12085.31,1135
15,21,623.93,6.24,33,27.27,1.05,33.31,5132.34,1.0,24.5,3,104,9,24,13190.31,12566.38,1135
14,21,576.64,5.77,35,31.43,1.05,35.36,5594.33,0.92,23.2,1,56,11,24,13165.4,12588.76,1135
5,28,563.99,5.64,49,24.49,1.05,26.02,3420.73,0.77,16.3,1,52,12,37,12927.13,12363.14,1155
11,30,537.38,5.37,32,31.25,1.05,28.69,4164.05,0.94,24.9,1,106,10,22,11875.6,11338.21,1134
6,20,523.13,5.23,53,24.53,1.04,29.61,3802.91,0.73,15.7,1,51,13,40,13151.53,12628.4,1258
15,20,500.2,5.0,34,29.41,1.04,35.57,5606.47,0.93,23.9,1,104,10,24,13079.08,12578.87,1135
15,22,463.57,4.64,33,27.27,1.04,33.03,5062.76,0.93,24.8,3,105,9,24,12931.8,12468.23,1135
5,23,438.52,4.39,52,25.0,1.04,29.34,3809.37,0.71,15.9,1,51,13,39,12815.58,12377.06,1258
10,29,430.96,4.31,35,28.57,1.04,30.92,4567.91,0.87,22.8,1,105,10,25,12267.27,11836.31,1134
11,31,353.89,3.54,32,31.25,1.03,28.4,4041.06,0.86,24.9,1,106,10,22,11772.7,11418.81,1134
6,22,347.19,3.47,51,27.45,1.03,29.69,3871.45,0.68,16.2,1,52,14,37,12946.21,12599.01,1258
12,29,338.68,3.39,32,31.25,1.03,28.33,4020.66,0.85,25.0,1,106,10,22,11751.81,11413.13,1134
11,27,328.37,3.28,35,28.57,1.03,32.68,4905.1,0.84,22.7,1,105,10,25,12752.14,12423.77,1134
5,27,319.22,3.19,51,25.49,1.03,29.77,3966.76,0.66,15.7,1,52,13,38,12966.45,12647.23,1258
14,22,306.32,3.06,34,29.41,1.02,36.14,5641.27,0.84,23.9,1,104,10,24,12923.78,12617.46,1135
11,26,294.12,2.94,34,29.41,1.02,35.38,5428.01,0.83,23.1,1,105,10,24,12711.87,12417.75,1135
11,29,251.36,2.51,33,30.3,1.02,31.08,4540.26,0.8,24.2,1,106,10,23,12034.47,11783.11,1134
13,22,242.42,2.42,38,28.95,1.02,33.26,4938.61,0.71,21.3,1,56,11,27,12541.25,12298.83,1135
6,21,210.56,2.11,52,25.0,1.02,29.09,3710.96,0.62,15.9,1,51,13,39,12752.2,12541.64,1258
6,26,183.9,1.84,47,25.53,1.01,29.51,3882.14,0.63,17.1,1,52,12,35,12728.4,12544.5,1258
6,23,164.7,1.65,51,27.45,1.01,29.26,3803.64,0.61,16.0,1,52,14,37,12933.68,12768.98,1258
10,32,158.36,1.58,34,29.41,1.01,26.64,3630.39,0.73,23.6,1,106,10,24,11335.3,11176.94,1134
5,25,148.74,1.49,52,25.0,1.01,29.61,3871.42,0.59,15.5,1,52,13,39,12884.31,12735.57,1258
13,24,124.79,1.25,34,29.41,1.01,33.84,5087.51,0.77,23.9,1,105,10,24,12816.54,12691.75,1135
12,25,100.92,1.01,35,28.57,1.01,36.07,5511.24,0.75,23.1,1,105,10,25,12966.91,12865.99,1135
10,30,99.14,0.99,36,27.78,1.01,31.32,4504.72,0.72,22.2,1,105,10,26,12047.39,11948.26,1134
12,27,44.68,0.45,33,30.3,1.0,32.36,4701.43,0.7,24.2,1,106,10,23,11933.26,11888.59,1134
10,31,42.76,0.43,34,29.41,1.0,27.0,3648.96,0.67,23.6,1,106,10,24,11112.63,11069.87,1134
10,27,41.93,0.42,39,25.64,1.0,30.51,4276.47,0.65,20.3,1,104,10,29,12003.67,11961.74,1135
5,21,30.99,0.31,56,23.21,1.0,31.85,4027.73,0.52,15.0,1,51,13,43,12863.88,12832.89,1258
5,24,10.84,0.11,53,24.53,1.0,31.18,4018.75,0.53,15.5,1,51,13,40,12632.51,12621.67,1258
13,25,1.95,0.02,34,29.41,1.0,33.76,5007.15,0.7,24.1,1,105,10,24,12469.25,12467.3,1135
12,30,-4.4,-0.04,32,28.12,1.0,27.89,3804.88,0.67,25.1,1,106,9,23,11162.19,11166.59,743
10,28,-28.55,-0.29,38,26.32,1.0,30.53,4335.8,0.65,21.0,1,105,10,28,12465.8,12494.35,1134
14,25,-58.78,-0.59,33,27.27,0.99,31.47,4484.2,0.65,24.8,3,106,9,24,11546.46,11605.24,1135
12,24,-86.14,-0.86,35,28.57,0.99,35.08,5180.48,0.65,23.1,1,105,10,25,12228.2,12314.34,1135
7,20,-87.0,-0.87,52,26.92,0.99,30.36,3852.69,0.5,15.9,1,52,14,38,12656.57,12743.57,1258
12,23,-113.97,-1.14,38,28.95,0.99,34.4,5040.58,0.52,21.2,1,55,11,27,12194.91,12308.88,1135
12,28,-178.41,-1.78,33,30.3,0.99,32.71,4689.3,0.59,24.2,1,106,10,23,11772.41,11950.82,1134
15,23,-178.29,-1.78,33,27.27,0.98,32.79,4699.59,0.59,24.9,3,106,9,24,11591.82,11770.11,1135
6,27,-199.9,-2.0,47,27.66,0.98,32.81,4358.48,0.46,17.0,1,52,13,34,12754.89,12954.78,1155
5,26,-219.2,-2.19,52,25.0,0.98,29.8,3765.15,0.43,15.5,1,52,13,39,12342.84,12562.04,1258
12,26,-220.26,-2.2,35,28.57,0.98,33.95,4917.76,0.61,23.3,1,105,10,25,12437.37,12657.63,1135
10,33,-221.81,-2.22,36,27.78,0.98,29.03,3935.32,0.53,22.3,1,106,10,26,11244.97,11466.79,1134
7,34,-232.59,-2.33,40,25.0,0.98,28.34,3766.03,0.53,20.2,1,105,10,30,11494.23,11726.81,1258
14,24,-234.5,-2.34,33,27.27,0.98,33.06,4731.14,0.56,25.0,3,106,9,24,11568.85,11803.35,1135
5,22,-236.59,-2.37,55,23.64,0.98,30.77,3812.12,0.42,15.1,1,51,13,42,12333.54,12570.13,1258
7,21,-291.46,-2.91,50,28.0,0.98,30.8,3881.09,0.42,16.4,1,52,14,36,12508.26,12799.72,1258
9,32,-297.12,-2.97,37,27.03,0.97,28.99,3900.72,0.52,21.8,1,105,10,27,11446.85,11743.97,1134
9,30,-299.78,-3.0,38,26.32,0.98,31.23,4338.54,0.52,21.2,1,105,10,28,11801.56,12101.34,1134
11,32,-305.39,-3.05,34,29.41,0.97,30.3,4146.38,0.5,23.5,1,106,10,24,11184.58,11489.97,823
13,29,-320.11,-3.2,32,31.25,0.97,27.75,3657.62,0.51,25.0,1,106,10,22,10693.54,11013.66,1134
13,21,-333.88,-3.34,38,28.95,0.97,34.62,4883.97,0.41,21.2,1,55,11,27,12054.02,12387.9,1135
13,26,-335.48,-3.35,34,29.41,0.97,31.92,4450.2,0.5,24.1,1,106,10,24,11490.31,11825.79,1135
6,24,-381.48,-3.81,51,29.41,0.97,31.91,4083.96,0.35,16.0,1,52,15,36,12291.01,12672.49,1258
9,31,-398.83,-3.99,38,26.32,0.97,30.59,4168.24,0.48,21.1,1,105,10,28,11659.32,12058.15,1134
13,23,-442.0,-4.42,35,28.57,0.96,35.26,5032.86,0.49,23.2,1,105,10,25,11882.11,12324.11,1135
14,26,-455.14,-4.55,33,27.27,0.96,32.65,4553.09,0.45,24.8,3,106,9,24,11366.69,11821.83,1135
12,31,-472.34,-4.72,33,30.3,0.96,29.16,3858.9,0.42,24.2,1,106,10,23,10608.31,11080.64,1134
8,32,-484.04,-4.84,39,25.64,0.96,28.44,3778.19,0.42,20.6,2,105,10,29,11435.88,11919.93,1258
7,35,-503.29,-5.03,40,25.0,0.96,29.44,3911.75,0.41,20.1,1,105,10,30,11315.1,11818.4,1258
13,28,-535.9,-5.36,32,28.12,0.95,29.52,3899.99,0.4,25.0,1,106,9,23,10650.78,11186.69,1134
10,35,-544.89,-5.45,37,29.73,0.95,28.94,3786.82,0.35,21.6,1,106,11,26,10539.02,11083.91,1134
10,26,-556.19,-5.56,39,28.21,0.95,30.43,4000.38,0.23,20.2,1,55,11,28,10710.39,11266.58,1135
6,28,-559.95,-5.6,46,28.26,0.96,31.64,4135.87,0.27,17.3,1,53,13,33,11990.88,12550.83,1155
10,34,-563.04,-5.63,36,25.0,0.95,30.12,4003.21,0.35,22.2,1,106,9,27,10696.23,11259.26,1134
7,33,-574.98,-5.75,41,24.39,0.95,29.38,3827.1,0.37,19.5,2,104,10,31,11249.17,11824.16,1258
11,33,-604.4,-6.04,35,28.57,0.95,29.96,3952.67,0.34,22.8,1,106,10,25,10708.54,11312.94,1134
12,32,-615.07,-6.15,34,29.41,0.94,29.09,3768.48,0.33,23.2,1,106,10,24,10397.81,11012.88,1134
9,35,-617.64,-6.18,38,26.32,0.95,28.98,3792.13,0.32,21.1,1,106,10,28,11127.54,11745.17,823
6,25,-635.32,-6.35,52,25.0,0.95,32.05,4002.41,0.24,15.7,1,52,13,39,12084.51,12719.83,1258
5,29,-643.76,-6.44,50,26.0,0.95,25.8,3075.29,0.22,16.1,1,52,13,37,11783.39,12427.15,1155
15,24,-652.8,-6.53,34,26.47,0.95,34.53,4842.73,0.35,24.2,1,106,9,25,11410.9,12063.71,1135
13,27,-655.66,-6.56,34,29.41,0.94,32.41,4409.76,0.34,24.1,1,106,10,24,11141.16,11796.82,1134
7,25,-674.04,-6.74,47,27.66,0.95,35.08,4628.52,0.23,17.2,1,53,13,34,12227.02,12901.07,1155
7,22,-677.28,-6.77,51,27.45,0.95,32.96,4153.17,0.22,16.0,1,52,14,37,12076.28,12753.56,1258
9,34,-678.37,-6.78,38,26.32,0.94,28.62,3703.37,0.29,21.1,1,106,10,28,10933.89,11612.26,1134
8,22,-699.17,-6.99,48,29.17,0.95,34.73,4543.89,0.23,16.9,1,52,14,34,12605.58,13304.75,1258
8,31,-721.99,-7.22,41,24.39,0.94,28.41,3682.46,0.29,19.5,1,104,10,31,11117.19,11839.18,1258
11,35,-735.68,-7.36,36,25.0,0.93,29.13,3684.44,0.29,21.8,1,107,9,27,10259.77,10995.45,1134
9,29,-741.85,-7.42,42,23.81,0.94,29.07,3794.98,0.29,19.0,1,104,10,32,11378.92,12120.77,1134
8,34,-744.45,-7.44,39,25.64,0.94,30.01,3934.8,0.31,20.6,1,105,10,29,11253.55,11998.0,1134
15,26,-756.32,-7.56,32,28.12,0.93,30.36,3965.06,0.28,25.6,2,106,9,23,10310.16,11066.49,1135
7,23,-763.98,-7.64,51,25.49,0.94,31.39,3852.74,0.18,16.0,1,52,13,38,11798.71,12562.68,1258
11,25,-797.84,-7.98,38,28.95,0.93,33.51,4524.07,0.13,21.2,1,56,11,27,11159.7,11957.54,1135
9,33,-814.58,-8.15,37,27.03,0.93,29.6,3819.56,0.22,21.8,1,106,10,27,10724.77,11539.36,1134
7,28,-818.11,-8.18,44,27.27,0.93,29.29,3606.28,0.15,18.0,1,54,12,32,11383.47,12201.59,1154
15,25,-860.18,-8.6,33,27.27,0.92,32.16,4264.42,0.23,24.9,3,106,9,24,10455.04,11315.22,1135
13,30,-883.62,-8.84,34,26.47,0.92,30.91,3999.11,0.2,23.4,1,106,9,25,10317.07,11200.68,1134
8,21,-884.65,-8.85,50,28.0,0.93,36.44,4799.45,0.13,16.3,1,52,14,36,12483.28,13367.92,1258
14,29,-899.41,-8.99,34,26.47,0.92,31.49,4077.52,0.24,23.3,1,107,9,25,10562.06,11461.47,1134
7,26,-910.53,-9.11,46,26.09,0.93,34.63,4564.28,0.13,17.3,1,53,12,34,12240.79,13151.32,1154
10,21,-919.32,-9.19,46,26.09,0.93,35.53,4676.67,0.12,17.7,1,53,12,34,11954.74,12874.06,1154
8,35,-921.97,-9.22,39,25.64,0.93,31.37,4149.15,0.23,20.6,1,105,10,29,11431.2,12353.17,1134
12,33,-926.91,-9.27,34,26.47,0.92,30.94,3987.11,0.2,23.0,2,107,9,25,10262.53,11189.44,1134
9,20,-940.56,-9.41,49,28.57,0.93,36.06,4692.25,0.1,16.6,1,52,14,35,12308.97,13249.53,1258
14,32,-968.1,-9.68,33,27.27,0.91,30.96,3943.93,0.19,23.7,1,108,9,24,10040.34,11008.45,1134
8,33,-1005.02,-10.05,38,26.32,0.92,28.18,3499.46,0.19,21.2,1,105,10,28,10826.92,11831.93,1134
11,24,-1006.33,-10.06,39,28.21,0.92,36.4,4941.81,0.01,20.6,1,55,11,28,11179.41,12185.74,1154
5,20,-1018.42,-10.18,60,21.67,0.93,35.4,4229.41,0.11,14.2,1,51,13,47,12832.7,13851.12,1258
7,24,-1018.04,-10.18,49,26.53,0.92,36.38,4683.45,0.08,16.5,1,52,13,36,12244.35,13262.39,1258
15,27,-1028.13,-10.28,33,27.27,0.91,32.81,4270.49,0.14,24.8,1,106,9,24,10329.57,11357.7,1134
8,20,-1046.93,-10.47,50,28.0,0.92,32.32,3873.33,0.05,16.4,1,52,14,36,11680.27,12727.2,1258
8,23,-1072.48,-10.72,47,25.53,0.92,36.38,4689.58,0.04,17.3,1,53,12,35,12027.51,13099.99,1258
12,34,-1076.32,-10.76,35,25.71,0.9,31.76,3998.37,0.13,22.2,1,107,9,26,10197.01,11273.33,1134
