fast_ema,slow_ema,net_profit,net_profit_pct,total_trades,win_rate,profit_factor,max_drawdown_pct,max_drawdown_dollars,sharpe_ratio,avg_holding_bars,min_holding_bars,max_holding_bars,winning_trades,losing_trades,gross_profit,gross_loss,max_drawdown_duration_bars
5,23,-244.03,-2.44,50,28.0,0.85,6.57,658.0,-0.76,20.4,1,126,14,36,1424.06,1668.09,977
5,26,-250.85,-2.51,49,26.53,0.84,6.55,655.66,-0.83,20.9,1,125,13,36,1322.74,1573.59,977
5,24,-280.51,-2.81,49,28.57,0.82,6.21,622.25,-0.94,20.8,1,125,14,35,1319.09,1599.6,977
5,22,-290.62,-2.91,52,26.92,0.83,6.63,664.12,-0.9,19.5,1,126,14,38,1416.08,1706.7,977
5,25,-323.97,-3.24,50,26.0,0.8,6.72,673.25,-1.07,20.4,1,125,13,37,1327.7,1651.67,1030
5,30,-342.63,-3.43,41,24.39,0.76,6.72,672.95,-1.34,24.6,1,126,10,31,1112.95,1455.58,1030
5,27,-345.65,-3.46,49,24.49,0.78,6.43,643.34,-1.23,21.0,1,126,12,37,1232.47,1578.12,1195
6,20,-363.51,-3.64,50,28.0,0.78,7.07,707.22,-1.23,20.3,1,125,14,36,1295.41,1658.92,1412
5,31,-373.32,-3.73,40,27.5,0.75,7.17,718.1,-1.47,25.2,1,126,11,29,1111.36,1484.68,1895
5,33,-375.31,-3.75,38,21.05,0.75,7.12,712.29,-1.51,26.0,1,127,8,30,1113.17,1488.48,1031
6,23,-392.88,-3.93,49,24.49,0.77,7.07,708.5,-1.37,20.8,1,125,12,37,1283.34,1676.22,1236
6,22,-404.81,-4.05,49,24.49,0.76,7.28,728.94,-1.4,20.8,1,125,12,37,1281.41,1686.22,1896
5,21,-418.27,-4.18,57,28.07,0.78,7.59,758.66,-1.25,17.9,1,125,16,41,1447.28,1865.55,1207
5,32,-422.28,-4.22,40,25.0,0.73,7.04,704.92,-1.63,25.2,1,126,10,30,1145.46,1567.74,1030
5,28,-425.76,-4.26,47,23.4,0.73,6.56,655.86,-1.58,21.8,1,126,11,36,1161.16,1586.92,1195
5,35,-428.9,-4.29,39,20.51,0.72,7.68,768.18,-1.71,25.4,1,127,8,31,1119.75,1548.65,1031
7,20,-434.59,-4.35,49,24.49,0.74,7.58,757.62,-1.51,20.9,1,125,12,37,1237.03,1671.61,2073
5,34,-439.08,-4.39,39,20.51,0.72,7.57,757.15,-1.76,25.3,1,127,8,31,1107.48,1546.56,1031
6,31,-441.85,-4.42,36,22.22,0.71,7.73,773.08,-1.83,27.6,1,127,8,28,1101.91,1543.76,1895
6,33,-444.29,-4.44,37,21.62,0.72,7.92,792.06,-1.79,26.9,1,127,8,29,1137.44,1581.73,1895
6,24,-449.88,-4.5,47,23.4,0.72,7.08,707.7,-1.66,21.7,1,125,11,36,1148.33,1598.21,1317
5,29,-452.71,-4.53,44,25.0,0.71,6.88,688.83,-1.74,22.9,1,126,11,33,1097.07,1549.78,1030
6,21,-456.38,-4.56,51,25.49,0.74,7.29,728.51,-1.54,20.0,1,125,13,38,1312.04,1768.42,2073
6,32,-476.32,-4.76,37,21.62,0.7,7.89,789.31,-1.95,26.9,1,127,8,29,1109.1,1585.42,1895
6,34,-490.71,-4.91,38,21.05,0.69,8.0,799.97,-1.98,26.1,1,127,8,30,1115.69,1606.4,1895
15,23,-503.19,-5.03,30,23.33,0.66,9.14,913.8,-1.82,35.1,3,181,7,23,974.92,1478.11,2033
6,30,-506.47,-5.06,36,22.22,0.67,7.73,773.08,-2.2,27.6,1,127,8,28,1033.43,1539.9,1895
6,26,-510.01,-5.1,46,23.91,0.69,7.61,760.93,-1.92,22.4,1,126,11,35,1109.15,1619.16,2061
7,34,-510.06,-5.1,33,21.21,0.67,8.85,884.84,-1.71,30.0,2,186,7,26,1041.38,1551.45,1895
7,35,-515.18,-5.15,33,21.21,0.67,8.85,884.84,-1.73,30.0,2,186,7,26,1044.14,1559.32,1895
6,27,-532.33,-5.32,43,27.91,0.67,8.33,832.96,-2.07,23.9,1,126,12,31,1068.79,1601.11,2061
7,21,-533.53,-5.34,49,22.45,0.68,7.01,700.81,-1.93,20.9,1,125,11,38,1157.77,1691.31,1207
12,34,-535.49,-5.35,30,16.67,0.64,8.4,839.8,-2.09,33.2,1,184,5,25,933.74,1469.23,1893
9,27,-536.39,-5.36,35,25.71,0.64,7.93,793.12,-2.39,29.2,2,122,9,26,969.96,1506.34,1895
12,35,-538.8,-5.39,29,17.24,0.64,7.98,798.3,-2.13,34.3,3,184,5,24,937.84,1476.64,1893
12,32,-541.7,-5.42,31,16.13,0.65,8.68,867.91,-1.94,32.5,3,183,5,26,1021.12,1562.82,1893
11,22,-552.32,-5.52,36,25.0,0.61,7.82,782.75,-2.64,28.6,2,122,9,27,876.66,1428.98,1895
14,24,-552.85,-5.53,31,19.35,0.64,9.43,942.87,-1.99,33.9,3,181,6,25,975.41,1528.26,2033
10,25,-561.01,-5.61,35,25.71,0.63,8.11,811.69,-2.51,29.4,1,122,9,26,971.66,1532.68,1895
12,21,-562.14,-5.62,35,22.86,0.6,8.01,801.88,-2.73,29.5,2,122,8,27,855.31,1417.46,1895
14,22,-562.96,-5.63,31,22.58,0.64,9.92,992.5,-1.94,33.5,2,179,7,24,1014.68,1577.64,1894
15,22,-565.14,-5.65,30,23.33,0.64,10.14,1014.9,-2.0,34.9,3,180,7,23,1015.63,1580.77,1894
6,25,-569.1,-5.69,47,23.4,0.66,7.82,781.68,-2.14,21.9,1,126,11,36,1087.29,1656.39,2061
6,28,-570.69,-5.71,41,26.83,0.65,8.69,868.9,-2.23,25.0,1,126,11,30,1067.34,1638.03,2061
12,20,-570.61,-5.71,37,24.32,0.61,8.32,831.7,-2.67,28.1,2,122,9,28,882.94,1453.55,2073
6,35,-571.51,-5.72,38,21.05,0.66,8.79,878.94,-2.31,26.1,1,127,8,30,1094.29,1665.8,1895
13,20,-579.42,-5.79,35,22.86,0.61,8.23,822.82,-2.76,29.8,2,122,8,27,889.69,1469.11,2073
7,32,-581.87,-5.82,35,22.86,0.62,7.84,784.29,-2.68,28.3,2,122,8,27,947.92,1529.79,1895
9,32,-583.84,-5.84,33,21.21,0.63,9.04,903.58,-2.05,30.3,1,181,7,26,1010.75,1594.59,1894
13,33,-583.56,-5.84,30,16.67,0.62,8.2,820.03,-2.28,33.3,1,184,5,25,935.71,1519.27,1893
14,23,-585.07,-5.85,31,22.58,0.63,10.33,1033.91,-2.04,33.7,3,180,7,24,1013.76,1598.83,1894
10,23,-587.24,-5.87,37,24.32,0.6,7.75,774.74,-2.74,27.9,2,122,9,28,873.83,1461.07,2060
15,27,-589.78,-5.9,31,19.35,0.64,9.29,929.09,-2.06,34.1,5,183,6,25,1037.21,1626.99,2033
15,28,-590.09,-5.9,31,19.35,0.63,8.61,860.77,-2.11,32.8,4,183,6,25,992.79,1582.88,1892
8,29,-590.82,-5.91,35,22.86,0.62,8.31,831.34,-2.65,28.3,2,122,8,27,955.85,1546.66,1895
15,24,-592.26,-5.92,31,19.35,0.63,9.34,934.45,-2.07,34.1,4,181,6,25,1021.75,1614.01,2033
13,23,-594.54,-5.95,31,22.58,0.62,9.95,995.97,-2.07,33.5,2,179,7,24,984.94,1579.48,1894
13,32,-599.3,-5.99,31,16.13,0.61,8.55,854.91,-2.31,32.2,1,184,5,26,946.53,1545.83,1893
13,35,-599.86,-6.0,29,17.24,0.61,8.57,856.67,-2.38,34.6,1,184,5,24,924.14,1523.99,1892
11,23,-601.09,-6.01,35,25.71,0.61,8.08,808.17,-2.79,29.5,2,122,9,26,924.03,1525.12,1895
15,21,-600.65,-6.01,31,22.58,0.63,10.26,1026.87,-2.07,33.6,2,179,7,24,1011.36,1612.01,1894
13,21,-602.09,-6.02,33,24.24,0.61,9.04,904.45,-2.75,31.4,2,122,8,25,927.02,1529.12,1894
9,31,-602.69,-6.03,32,21.88,0.62,9.16,915.93,-2.14,31.1,4,181,7,25,982.94,1585.62,1894
13,30,-607.51,-6.08,31,16.13,0.63,8.66,866.27,-2.18,32.6,4,183,5,26,1020.96,1628.47,1893
13,26,-609.33,-6.09,31,19.35,0.61,9.8,979.52,-2.2,33.8,4,181,6,25,971.41,1580.74,2033
15,26,-609.47,-6.09,31,19.35,0.63,9.15,914.51,-2.14,34.2,4,182,6,25,1024.47,1633.94,2033
8,20,-609.68,-6.1,47,21.28,0.64,8.49,848.64,-2.27,21.9,1,125,10,37,1064.74,1674.42,2073
12,23,-610.6,-6.11,34,23.53,0.61,9.04,904.53,-2.73,30.5,1,122,8,26,936.15,1546.75,1894
6,29,-612.59,-6.13,42,23.81,0.64,8.55,855.13,-2.36,24.3,1,126,10,32,1084.4,1697.0,2060
14,25,-615.79,-6.16,31,19.35,0.62,9.81,980.66,-2.22,33.9,4,181,6,25,984.94,1600.73,2033
7,22,-617.74,-6.18,47,21.28,0.63,8.01,801.19,-2.33,21.8,1,125,10,37,1047.27,1665.01,2061
7,25,-619.32,-6.19,42,26.19,0.62,8.44,843.51,-2.46,24.5,1,126,11,31,992.59,1611.91,2061
12,33,-619.11,-6.19,31,16.13,0.6,8.75,874.94,-2.39,32.4,1,184,5,26,944.85,1563.96,1893
14,29,-618.51,-6.19,31,16.13,0.62,9.06,906.27,-2.21,32.7,4,183,5,26,1016.78,1635.3,1893
14,26,-621.11,-6.21,31,16.13,0.62,9.32,932.26,-2.21,34.0,4,182,5,26,1008.42,1629.54,2033
10,24,-624.7,-6.25,35,25.71,0.59,8.06,806.42,-2.93,29.4,2,122,9,26,903.43,1528.13,1895
12,25,-625.16,-6.25,32,21.88,0.62,9.99,999.68,-2.16,32.5,3,180,7,25,1009.53,1634.7,1894
15,29,-627.12,-6.27,31,16.13,0.6,8.47,846.84,-2.39,32.7,3,184,5,26,947.58,1574.69,1892
15,25,-629.57,-6.3,31,19.35,0.62,9.39,938.75,-2.21,34.2,4,182,6,25,1014.0,1643.57,2033
15,34,-630.23,-6.3,26,15.38,0.61,8.87,886.92,-2.51,38.5,2,185,4,22,967.05,1597.28,1892
11,26,-632.23,-6.32,32,21.88,0.61,9.79,979.72,-2.2,32.5,3,180,7,25,982.28,1614.51,1894
15,35,-631.68,-6.32,27,14.81,0.61,8.62,861.69,-2.46,37.0,2,185,4,23,972.74,1604.42,1892
13,31,-632.97,-6.33,32,15.62,0.61,8.78,878.34,-2.26,31.5,2,183,5,27,990.38,1623.35,1893
8,25,-634.29,-6.34,40,27.5,0.6,8.34,833.86,-2.66,25.6,1,121,11,29,969.81,1604.1,2060
11,21,-635.49,-6.35,39,23.08,0.58,8.32,831.7,-2.89,26.7,1,122,9,30,869.63,1505.13,2073
15,31,-635.79,-6.36,30,16.67,0.59,8.72,872.34,-2.46,33.6,1,184,5,25,922.24,1558.03,1892
10,33,-636.65,-6.37,32,15.62,0.6,9.55,954.93,-2.3,31.1,3,182,5,27,954.55,1591.2,1894
13,34,-638.25,-6.38,30,16.67,0.59,8.53,852.63,-2.5,33.3,1,184,5,25,928.19,1566.44,1892
7,26,-638.67,-6.39,41,24.39,0.6,8.39,839.47,-2.65,25.0,1,121,10,31,968.29,1606.96,2060
12,22,-638.6,-6.39,34,23.53,0.58,8.41,841.15,-3.0,30.4,2,122,8,26,888.64,1527.23,1894
