fast_ema,slow_ema,net_profit,net_profit_pct,total_trades,win_rate,profit_factor,max_drawdown_pct,max_drawdown_dollars,sharpe_ratio,avg_holding_bars,min_holding_bars,max_holding_bars,winning_trades,losing_trades,gross_profit,gross_loss,max_drawdown_duration_bars
15,34,-839.87,-8.4,28,14.29,0.7,14.31,1430.72,-1.18,33.0,1,221,4,24,1985.9,2825.77,1770
15,35,-873.95,-8.74,28,10.71,0.7,15.03,1502.88,-1.12,33.1,1,262,3,25,2069.14,2943.08,1770
9,29,-921.92,-9.22,39,20.51,0.69,16.82,1682.05,-1.5,24.6,1,128,8,31,2018.19,2940.11,1944
10,23,-958.08,-9.58,46,17.39,0.69,18.75,1875.36,-1.31,21.1,1,127,8,38,2162.51,3120.59,1943
10,24,-962.99,-9.63,43,18.6,0.69,18.91,1891.35,-1.36,22.5,1,127,8,35,2162.05,3125.04,1943
14,35,-972.16,-9.72,30,13.33,0.67,14.69,1468.71,-1.33,30.7,1,220,4,26,2009.15,2981.31,1771
8,30,-1026.28,-10.26,43,18.6,0.66,17.1,1709.69,-1.63,22.4,1,128,8,35,2013.37,3039.66,1944
9,23,-1043.39,-10.43,51,21.57,0.68,18.08,1811.84,-1.45,19.7,1,127,11,40,2208.94,3252.33,1943
10,26,-1042.53,-10.43,40,20.0,0.66,18.26,1826.34,-1.68,24.2,1,128,8,32,2025.59,3068.11,1943
11,21,-1046.92,-10.47,48,18.75,0.67,18.64,1863.99,-1.5,20.2,1,127,9,39,2145.5,3192.41,1943
9,28,-1053.28,-10.53,41,19.51,0.65,18.02,1802.41,-1.7,23.6,1,128,8,33,1989.51,3042.79,1943
9,25,-1054.42,-10.54,46,17.39,0.67,19.35,1934.78,-1.47,21.0,1,127,8,38,2151.68,3206.1,1943
15,33,-1062.37,-10.62,31,16.13,0.66,16.17,1616.52,-1.45,30.0,1,220,5,26,2038.92,3101.29,1900
11,25,-1066.4,-10.66,39,20.51,0.65,18.61,1861.12,-1.75,24.9,1,128,8,31,2017.84,3084.23,1943
13,35,-1084.71,-10.85,33,15.15,0.65,16.01,1600.71,-1.45,28.1,1,215,5,28,2002.72,3087.43,1900
9,26,-1087.5,-10.87,44,18.18,0.65,18.72,1872.29,-1.7,22.0,1,128,8,36,2005.97,3093.47,1943
11,22,-1089.88,-10.9,45,17.78,0.66,19.66,1966.28,-1.54,21.6,1,127,8,37,2142.07,3231.95,1943
13,34,-1093.29,-10.93,34,14.71,0.66,15.19,1519.05,-1.4,27.5,1,214,5,29,2086.08,3179.37,1898
9,31,-1099.71,-11.0,36,19.44,0.65,14.77,1477.29,-1.89,26.5,1,129,7,29,2034.32,3134.04,1944
11,23,-1102.55,-11.03,43,18.6,0.65,19.58,1958.08,-1.67,22.5,1,128,8,35,2070.81,3173.36,1943
14,34,-1109.4,-11.09,32,15.62,0.65,16.34,1633.91,-1.51,29.0,1,215,5,27,2029.04,3138.43,1900
8,27,-1123.07,-11.23,48,18.75,0.65,18.13,1813.48,-1.65,20.0,1,127,9,39,2042.94,3166.02,1943
9,30,-1130.03,-11.3,38,18.42,0.65,15.91,1591.09,-1.89,25.1,1,128,7,31,2053.85,3183.88,1944
7,29,-1136.49,-11.36,50,16.0,0.64,17.45,1744.69,-1.65,19.2,1,127,8,42,1993.5,3129.99,1943
10,29,-1138.23,-11.38,35,20.0,0.64,15.87,1586.55,-1.98,27.4,1,128,7,28,2038.99,3177.22,1944
6,34,-1139.36,-11.39,45,15.56,0.63,15.97,1597.34,-1.83,21.2,1,129,7,38,1931.16,3070.52,1944
8,33,-1140.02,-11.4,37,18.92,0.64,14.76,1475.76,-1.97,25.8,1,129,7,30,2003.67,3143.68,1944
11,24,-1141.11,-11.41,42,19.05,0.64,19.05,1904.89,-1.82,23.1,1,128,8,34,2000.02,3141.12,1943
8,28,-1145.48,-11.45,46,17.39,0.63,18.85,1884.65,-1.79,21.0,1,128,8,38,1963.65,3109.12,1943
10,22,-1144.99,-11.45,51,19.61,0.65,18.41,1845.63,-1.63,19.6,1,127,10,41,2104.68,3249.67,1943
10,25,-1145.93,-11.46,42,19.05,0.63,19.67,1967.43,-1.84,23.1,1,128,8,34,1951.31,3097.24,1943
7,33,-1146.55,-11.47,43,16.28,0.63,15.74,1573.85,-1.88,22.2,1,129,7,36,1979.24,3125.79,1944
10,27,-1154.99,-11.55,40,20.0,0.63,18.96,1895.6,-1.9,24.1,1,128,8,32,1967.2,3122.19,1943
7,35,-1155.93,-11.56,42,16.67,0.64,14.69,1469.02,-1.9,22.5,1,129,7,35,2041.24,3197.16,1944
8,34,-1160.38,-11.6,39,17.95,0.64,14.44,1444.02,-1.91,24.3,1,130,7,32,2049.01,3209.39,1945
